,Difficulty,ExerciseName,MuscleGroup,Reps,Score,Set
22873,intermediate,Kettlebell sumo deadlift high pull,traps,28,-5.55E-17,4
22874,intermediate,Kettlebell sumo deadlift high pull,traps,29,-0.05,4
22875,intermediate,Kettlebell sumo deadlift high pull,traps,1,0.05,5
22876,intermediate,Kettlebell sumo deadlift high pull,traps,2,0.1,5
22877,intermediate,Kettlebell sumo deadlift high pull,traps,3,0.15,5
22878,intermediate,Kettlebell sumo deadlift high pull,traps,4,0.2,5
22879,intermediate,Kettlebell sumo deadlift high pull,traps,5,0.25,5
22880,intermediate,Kettlebell sumo deadlift high pull,traps,6,0.3,5
22881,intermediate,Kettlebell sumo deadlift high pull,traps,7,0.35,5
22882,intermediate,Kettlebell sumo deadlift high pull,traps,8,0.4,5
22883,intermediate,Kettlebell sumo deadlift high pull,traps,9,0.45,5
22884,intermediate,Kettlebell sumo deadlift high pull,traps,10,0.5,5
22885,intermediate,Kettlebell sumo deadlift high pull,traps,11,0.55,5
22886,intermediate,Kettlebell sumo deadlift high pull,traps,12,0.6,5
22887,intermediate,Kettlebell sumo deadlift high pull,traps,13,0.55,5
22888,intermediate,Kettlebell sumo deadlift high pull,traps,14,0.5,5
22889,intermediate,Kettlebell sumo deadlift high pull,traps,15,0.45,5
22890,intermediate,Kettlebell sumo deadlift high pull,traps,16,0.4,5
22891,intermediate,Kettlebell sumo deadlift high pull,traps,17,0.35,5
22892,intermediate,Kettlebell sumo deadlift high pull,traps,18,0.3,5
22893,intermediate,Kettlebell sumo deadlift high pull,traps,19,0.25,5
22894,intermediate,Kettlebell sumo deadlift high pull,traps,20,0.2,5
22895,intermediate,Kettlebell sumo deadlift high pull,traps,21,0.15,5
22896,intermediate,Kettlebell sumo deadlift high pull,traps,22,0.1,5
22897,intermediate,Kettlebell sumo deadlift high pull,traps,23,0.05,5
22898,intermediate,Kettlebell sumo deadlift high pull,traps,24,0,5
22899,intermediate,Kettlebell sumo deadlift high pull,traps,25,-0.05,5
22900,intermediate,Kettlebell sumo deadlift high pull,traps,26,-0.1,5
22901,intermediate,Kettlebell sumo deadlift high pull,traps,27,-0.15,5
22902,intermediate,Kettlebell sumo deadlift high pull,traps,28,-0.2,5
22903,intermediate,Kettlebell sumo deadlift high pull,traps,29,-0.25,5
22904,beginner,Calf-Machine Shoulder Shrug,traps,1,0.05,1
22905,beginner,Calf-Machine Shoulder Shrug,traps,2,0.1,1
22906,beginner,Calf-Machine Shoulder Shrug,traps,3,0.15,1
22907,beginner,Calf-Machine Shoulder Shrug,traps,4,0.2,1
22908,beginner,Calf-Machine Shoulder Shrug,traps,5,0.25,1
22909,beginner,Calf-Machine Shoulder Shrug,traps,6,0.3,1
22910,beginner,Calf-Machine Shoulder Shrug,traps,7,0.35,1
22911,beginner,Calf-Machine Shoulder Shrug,traps,8,0.4,1
22912,beginner,Calf-Machine Shoulder Shrug,traps,9,0.45,1
22913,beginner,Calf-Machine Shoulder Shrug,traps,10,0.5,1
22914,beginner,Calf-Machine Shoulder Shrug,traps,11,0.55,1
22915,beginner,Calf-Machine Shoulder Shrug,traps,12,0.6,1
22916,beginner,Calf-Machine Shoulder Shrug,traps,13,0.55,1
22917,beginner,Calf-Machine Shoulder Shrug,traps,14,0.5,1
22918,beginner,Calf-Machine Shoulder Shrug,traps,15,0.45,1
22919,beginner,Calf-Machine Shoulder Shrug,traps,16,0.4,1
22920,beginner,Calf-Machine Shoulder Shrug,traps,17,0.35,1
22921,beginner,Calf-Machine Shoulder Shrug,traps,18,0.3,1
22922,beginner,Calf-Machine Shoulder Shrug,traps,19,0.25,1
22923,beginner,Calf-Machine Shoulder Shrug,traps,20,0.2,1
22924,beginner,Calf-Machine Shoulder Shrug,traps,21,0.15,1
22925,beginner,Calf-Machine Shoulder Shrug,traps,22,0.1,1
22926,beginner,Calf-Machine Shoulder Shrug,traps,23,0.05,1
22927,beginner,Calf-Machine Shoulder Shrug,traps,24,0,1
22928,beginner,Calf-Machine Shoulder Shrug,traps,25,-0.05,1
22929,beginner,Calf-Machine Shoulder Shrug,traps,26,-0.1,1
22930,beginner,Calf-Machine Shoulder Shrug,traps,27,-0.15,1
22931,beginner,Calf-Machine Shoulder Shrug,traps,28,-0.2,1
22932,beginner,Calf-Machine Shoulder Shrug,traps,29,-0.25,1
22933,beginner,Calf-Machine Shoulder Shrug,traps,1,0.25,2
22934,beginner,Calf-Machine Shoulder Shrug,traps,2,0.3,2
22935,beginner,Calf-Machine Shoulder Shrug,traps,3,0.35,2
22936,beginner,Calf-Machine Shoulder Shrug,traps,4,0.4,2
22937,beginner,Calf-Machine Shoulder Shrug,traps,5,0.45,2
22938,beginner,Calf-Machine Shoulder Shrug,traps,6,0.5,2
22939,beginner,Calf-Machine Shoulder Shrug,traps,7,0.55,2
22940,beginner,Calf-Machine Shoulder Shrug,traps,8,0.6,2
22941,beginner,Calf-Machine Shoulder Shrug,traps,9,0.65,2
22942,beginner,Calf-Machine Shoulder Shrug,traps,10,0.7,2
22943,beginner,Calf-Machine Shoulder Shrug,traps,11,0.75,2
22944,beginner,Calf-Machine Shoulder Shrug,traps,12,0.8,2
22945,beginner,Calf-Machine Shoulder Shrug,traps,13,0.75,2
22946,beginner,Calf-Machine Shoulder Shrug,traps,14,0.7,2
22947,beginner,Calf-Machine Shoulder Shrug,traps,15,0.65,2
22948,beginner,Calf-Machine Shoulder Shrug,traps,16,0.6,2
22949,beginner,Calf-Machine Shoulder Shrug,traps,17,0.55,2
22950,beginner,Calf-Machine Shoulder Shrug,traps,18,0.5,2
22951,beginner,Calf-Machine Shoulder Shrug,traps,19,0.45,2
22952,beginner,Calf-Machine Shoulder Shrug,traps,20,0.4,2
22953,beginner,Calf-Machine Shoulder Shrug,traps,21,0.35,2
22954,beginner,Calf-Machine Shoulder Shrug,traps,22,0.3,2
22955,beginner,Calf-Machine Shoulder Shrug,traps,23,0.25,2
22956,beginner,Calf-Machine Shoulder Shrug,traps,24,0.2,2
22957,beginner,Calf-Machine Shoulder Shrug,traps,25,0.15,2
22958,beginner,Calf-Machine Shoulder Shrug,traps,26,0.1,2
22959,beginner,Calf-Machine Shoulder Shrug,traps,27,0.05,2
22960,beginner,Calf-Machine Shoulder Shrug,traps,28,-5.55E-17,2
22961,beginner,Calf-Machine Shoulder Shrug,traps,29,-0.05,2
22962,beginner,Calf-Machine Shoulder Shrug,traps,1,0.45,3
22963,beginner,Calf-Machine Shoulder Shrug,traps,2,0.5,3
22964,beginner,Calf-Machine Shoulder Shrug,traps,3,0.55,3
22965,beginner,Calf-Machine Shoulder Shrug,traps,4,0.6,3
22966,beginner,Calf-Machine Shoulder Shrug,traps,5,0.65,3
22967,beginner,Calf-Machine Shoulder Shrug,traps,6,0.7,3
22968,beginner,Calf-Machine Shoulder Shrug,traps,7,0.75,3
22969,beginner,Calf-Machine Shoulder Shrug,traps,8,0.8,3
22970,beginner,Calf-Machine Shoulder Shrug,traps,9,0.85,3
22971,beginner,Calf-Machine Shoulder Shrug,traps,10,0.9,3
22972,beginner,Calf-Machine Shoulder Shrug,traps,11,0.95,3
22973,beginner,Calf-Machine Shoulder Shrug,traps,12,1,3
22974,beginner,Calf-Machine Shoulder Shrug,traps,13,0.95,3
22975,beginner,Calf-Machine Shoulder Shrug,traps,14,0.9,3
22976,beginner,Calf-Machine Shoulder Shrug,traps,15,0.85,3
22977,beginner,Calf-Machine Shoulder Shrug,traps,16,0.8,3
22978,beginner,Calf-Machine Shoulder Shrug,traps,17,0.75,3
22979,beginner,Calf-Machine Shoulder Shrug,traps,18,0.7,3
22980,beginner,Calf-Machine Shoulder Shrug,traps,19,0.65,3
22981,beginner,Calf-Machine Shoulder Shrug,traps,20,0.6,3
22982,beginner,Calf-Machine Shoulder Shrug,traps,21,0.55,3
22983,beginner,Calf-Machine Shoulder Shrug,traps,22,0.5,3
22984,beginner,Calf-Machine Shoulder Shrug,traps,23,0.45,3
22985,beginner,Calf-Machine Shoulder Shrug,traps,24,0.4,3
22986,beginner,Calf-Machine Shoulder Shrug,traps,25,0.35,3
22987,beginner,Calf-Machine Shoulder Shrug,traps,26,0.3,3
22988,beginner,Calf-Machine Shoulder Shrug,traps,27,0.25,3
22989,beginner,Calf-Machine Shoulder Shrug,traps,28,0.2,3
22990,beginner,Calf-Machine Shoulder Shrug,traps,29,0.15,3
22991,beginner,Calf-Machine Shoulder Shrug,traps,1,0.25,4
22992,beginner,Calf-Machine Shoulder Shrug,traps,2,0.3,4
22993,beginner,Calf-Machine Shoulder Shrug,traps,3,0.35,4
22994,beginner,Calf-Machine Shoulder Shrug,traps,4,0.4,4
22995,beginner,Calf-Machine Shoulder Shrug,traps,5,0.45,4
22996,beginner,Calf-Machine Shoulder Shrug,traps,6,0.5,4
22997,beginner,Calf-Machine Shoulder Shrug,traps,7,0.55,4
22998,beginner,Calf-Machine Shoulder Shrug,traps,8,0.6,4
22999,beginner,Calf-Machine Shoulder Shrug,traps,9,0.65,4
23000,beginner,Calf-Machine Shoulder Shrug,traps,10,0.7,4
23001,beginner,Calf-Machine Shoulder Shrug,traps,11,0.75,4
23002,beginner,Calf-Machine Shoulder Shrug,traps,12,0.8,4
23003,beginner,Calf-Machine Shoulder Shrug,traps,13,0.75,4
23004,beginner,Calf-Machine Shoulder Shrug,traps,14,0.7,4
23005,beginner,Calf-Machine Shoulder Shrug,traps,15,0.65,4
23006,beginner,Calf-Machine Shoulder Shrug,traps,16,0.6,4
23007,beginner,Calf-Machine Shoulder Shrug,traps,17,0.55,4
23008,beginner,Calf-Machine Shoulder Shrug,traps,18,0.5,4
23009,beginner,Calf-Machine Shoulder Shrug,traps,19,0.45,4
23010,beginner,Calf-Machine Shoulder Shrug,traps,20,0.4,4
23011,beginner,Calf-Machine Shoulder Shrug,traps,21,0.35,4
23012,beginner,Calf-Machine Shoulder Shrug,traps,22,0.3,4
23013,beginner,Calf-Machine Shoulder Shrug,traps,23,0.25,4
23014,beginner,Calf-Machine Shoulder Shrug,traps,24,0.2,4
23015,beginner,Calf-Machine Shoulder Shrug,traps,25,0.15,4
23016,beginner,Calf-Machine Shoulder Shrug,traps,26,0.1,4
23017,beginner,Calf-Machine Shoulder Shrug,traps,27,0.05,4
23018,beginner,Calf-Machine Shoulder Shrug,traps,28,-5.55E-17,4
23019,beginner,Calf-Machine Shoulder Shrug,traps,29,-0.05,4
23020,beginner,Calf-Machine Shoulder Shrug,traps,1,0.05,5
23021,beginner,Calf-Machine Shoulder Shrug,traps,2,0.1,5
23022,beginner,Calf-Machine Shoulder Shrug,traps,3,0.15,5
23023,beginner,Calf-Machine Shoulder Shrug,traps,4,0.2,5
23024,beginner,Calf-Machine Shoulder Shrug,traps,5,0.25,5
23025,beginner,Calf-Machine Shoulder Shrug,traps,6,0.3,5
23026,beginner,Calf-Machine Shoulder Shrug,traps,7,0.35,5
23027,beginner,Calf-Machine Shoulder Shrug,traps,8,0.4,5
23028,beginner,Calf-Machine Shoulder Shrug,traps,9,0.45,5
23029,beginner,Calf-Machine Shoulder Shrug,traps,10,0.5,5
23030,beginner,Calf-Machine Shoulder Shrug,traps,11,0.55,5
23031,beginner,Calf-Machine Shoulder Shrug,traps,12,0.6,5
23032,beginner,Calf-Machine Shoulder Shrug,traps,13,0.55,5
23033,beginner,Calf-Machine Shoulder Shrug,traps,14,0.5,5
23034,beginner,Calf-Machine Shoulder Shrug,traps,15,0.45,5
23035,beginner,Calf-Machine Shoulder Shrug,traps,16,0.4,5
23036,beginner,Calf-Machine Shoulder Shrug,traps,17,0.35,5
23037,beginner,Calf-Machine Shoulder Shrug,traps,18,0.3,5
23038,beginner,Calf-Machine Shoulder Shrug,traps,19,0.25,5
23039,beginner,Calf-Machine Shoulder Shrug,traps,20,0.2,5
23040,beginner,Calf-Machine Shoulder Shrug,traps,21,0.15,5
23041,beginner,Calf-Machine Shoulder Shrug,traps,22,0.1,5
23042,beginner,Calf-Machine Shoulder Shrug,traps,23,0.05,5
23043,beginner,Calf-Machine Shoulder Shrug,traps,24,0,5
23044,beginner,Calf-Machine Shoulder Shrug,traps,25,-0.05,5
23045,beginner,Calf-Machine Shoulder Shrug,traps,26,-0.1,5
23046,beginner,Calf-Machine Shoulder Shrug,traps,27,-0.15,5
23047,beginner,Calf-Machine Shoulder Shrug,traps,28,-0.2,5
23048,beginner,Calf-Machine Shoulder Shrug,traps,29,-0.25,5
23049,intermediate,Kettlebell sumo deadlift high pull,traps,1,0.05,1
23050,intermediate,Kettlebell sumo deadlift high pull,traps,2,0.1,1
23051,intermediate,Kettlebell sumo deadlift high pull,traps,3,0.15,1
23052,intermediate,Kettlebell sumo deadlift high pull,traps,4,0.2,1
23053,intermediate,Kettlebell sumo deadlift high pull,traps,5,0.25,1
23054,intermediate,Kettlebell sumo deadlift high pull,traps,6,0.3,1
23055,intermediate,Kettlebell sumo deadlift high pull,traps,7,0.35,1
23056,intermediate,Kettlebell sumo deadlift high pull,traps,8,0.4,1
23057,intermediate,Kettlebell sumo deadlift high pull,traps,9,0.45,1
23058,intermediate,Kettlebell sumo deadlift high pull,traps,10,0.5,1
23059,intermediate,Kettlebell sumo deadlift high pull,traps,11,0.55,1
23060,intermediate,Kettlebell sumo deadlift high pull,traps,12,0.6,1
23061,intermediate,Kettlebell sumo deadlift high pull,traps,13,0.55,1
23062,intermediate,Kettlebell sumo deadlift high pull,traps,14,0.5,1
23063,intermediate,Kettlebell sumo deadlift high pull,traps,15,0.45,1
23064,intermediate,Kettlebell sumo deadlift high pull,traps,16,0.4,1
23065,intermediate,Kettlebell sumo deadlift high pull,traps,17,0.35,1
23066,intermediate,Kettlebell sumo deadlift high pull,traps,18,0.3,1
23067,intermediate,Kettlebell sumo deadlift high pull,traps,19,0.25,1
23068,intermediate,Kettlebell sumo deadlift high pull,traps,20,0.2,1
23069,intermediate,Kettlebell sumo deadlift high pull,traps,21,0.15,1
23070,intermediate,Kettlebell sumo deadlift high pull,traps,22,0.1,1
23071,intermediate,Kettlebell sumo deadlift high pull,traps,23,0.05,1
23072,intermediate,Kettlebell sumo deadlift high pull,traps,24,0,1
23073,intermediate,Kettlebell sumo deadlift high pull,traps,25,-0.05,1
23074,intermediate,Kettlebell sumo deadlift high pull,traps,26,-0.1,1
23075,intermediate,Kettlebell sumo deadlift high pull,traps,27,-0.15,1
23076,intermediate,Kettlebell sumo deadlift high pull,traps,28,-0.2,1
23077,intermediate,Kettlebell sumo deadlift high pull,traps,29,-0.25,1
23078,intermediate,Kettlebell sumo deadlift high pull,traps,1,0.25,2
23079,intermediate,Kettlebell sumo deadlift high pull,traps,2,0.3,2
23080,intermediate,Kettlebell sumo deadlift high pull,traps,3,0.35,2
23081,intermediate,Kettlebell sumo deadlift high pull,traps,4,0.4,2
23082,intermediate,Kettlebell sumo deadlift high pull,traps,5,0.45,2
23083,intermediate,Kettlebell sumo deadlift high pull,traps,6,0.5,2
23084,intermediate,Kettlebell sumo deadlift high pull,traps,7,0.55,2
23085,intermediate,Kettlebell sumo deadlift high pull,traps,8,0.6,2
23086,intermediate,Kettlebell sumo deadlift high pull,traps,9,0.65,2
23087,intermediate,Kettlebell sumo deadlift high pull,traps,10,0.7,2
23088,intermediate,Kettlebell sumo deadlift high pull,traps,11,0.75,2
23089,intermediate,Kettlebell sumo deadlift high pull,traps,12,0.8,2
23090,intermediate,Kettlebell sumo deadlift high pull,traps,13,0.75,2
23091,intermediate,Kettlebell sumo deadlift high pull,traps,14,0.7,2
23092,intermediate,Kettlebell sumo deadlift high pull,traps,15,0.65,2
23093,intermediate,Kettlebell sumo deadlift high pull,traps,16,0.6,2
23094,intermediate,Kettlebell sumo deadlift high pull,traps,17,0.55,2
23095,intermediate,Kettlebell sumo deadlift high pull,traps,18,0.5,2
23096,intermediate,Kettlebell sumo deadlift high pull,traps,19,0.45,2
23097,intermediate,Kettlebell sumo deadlift high pull,traps,20,0.4,2
23098,intermediate,Kettlebell sumo deadlift high pull,traps,21,0.35,2
23099,intermediate,Kettlebell sumo deadlift high pull,traps,22,0.3,2
23100,intermediate,Kettlebell sumo deadlift high pull,traps,23,0.25,2
23101,intermediate,Kettlebell sumo deadlift high pull,traps,24,0.2,2
23102,intermediate,Kettlebell sumo deadlift high pull,traps,25,0.15,2
23103,intermediate,Kettlebell sumo deadlift high pull,traps,26,0.1,2
23104,intermediate,Kettlebell sumo deadlift high pull,traps,27,0.05,2
23105,intermediate,Kettlebell sumo deadlift high pull,traps,28,-5.55E-17,2
23106,intermediate,Kettlebell sumo deadlift high pull,traps,29,-0.05,2
23107,intermediate,Kettlebell sumo deadlift high pull,traps,1,0.45,3
23108,intermediate,Kettlebell sumo deadlift high pull,traps,2,0.5,3
23109,intermediate,Kettlebell sumo deadlift high pull,traps,3,0.55,3
23110,intermediate,Kettlebell sumo deadlift high pull,traps,4,0.6,3
23111,intermediate,Kettlebell sumo deadlift high pull,traps,5,0.65,3
23112,intermediate,Kettlebell sumo deadlift high pull,traps,6,0.7,3
23113,intermediate,Kettlebell sumo deadlift high pull,traps,7,0.75,3
23114,intermediate,Kettlebell sumo deadlift high pull,traps,8,0.8,3
23115,intermediate,Kettlebell sumo deadlift high pull,traps,9,0.85,3
23116,intermediate,Kettlebell sumo deadlift high pull,traps,10,0.9,3
23117,intermediate,Kettlebell sumo deadlift high pull,traps,11,0.95,3
23118,intermediate,Kettlebell sumo deadlift high pull,traps,12,1,3
23119,intermediate,Kettlebell sumo deadlift high pull,traps,13,0.95,3
23120,intermediate,Kettlebell sumo deadlift high pull,traps,14,0.9,3
23121,intermediate,Kettlebell sumo deadlift high pull,traps,15,0.85,3
23122,intermediate,Kettlebell sumo deadlift high pull,traps,16,0.8,3
23123,intermediate,Kettlebell sumo deadlift high pull,traps,17,0.75,3
23124,intermediate,Kettlebell sumo deadlift high pull,traps,18,0.7,3
23125,intermediate,Kettlebell sumo deadlift high pull,traps,19,0.65,3
23126,intermediate,Kettlebell sumo deadlift high pull,traps,20,0.6,3
23127,intermediate,Kettlebell sumo deadlift high pull,traps,21,0.55,3
23128,intermediate,Kettlebell sumo deadlift high pull,traps,22,0.5,3
23129,intermediate,Kettlebell sumo deadlift high pull,traps,23,0.45,3
23130,intermediate,Kettlebell sumo deadlift high pull,traps,24,0.4,3
23131,intermediate,Kettlebell sumo deadlift high pull,traps,25,0.35,3
23132,intermediate,Kettlebell sumo deadlift high pull,traps,26,0.3,3
23133,intermediate,Kettlebell sumo deadlift high pull,traps,27,0.25,3
23134,intermediate,Kettlebell sumo deadlift high pull,traps,28,0.2,3
23135,intermediate,Kettlebell sumo deadlift high pull,traps,29,0.15,3
23136,intermediate,Kettlebell sumo deadlift high pull,traps,1,0.25,4
23137,intermediate,Kettlebell sumo deadlift high pull,traps,2,0.3,4
23138,intermediate,Kettlebell sumo deadlift high pull,traps,3,0.35,4
23139,intermediate,Kettlebell sumo deadlift high pull,traps,4,0.4,4
23140,intermediate,Kettlebell sumo deadlift high pull,traps,5,0.45,4
23141,intermediate,Kettlebell sumo deadlift high pull,traps,6,0.5,4
23142,intermediate,Kettlebell sumo deadlift high pull,traps,7,0.55,4
23143,intermediate,Kettlebell sumo deadlift high pull,traps,8,0.6,4
23144,intermediate,Kettlebell sumo deadlift high pull,traps,9,0.65,4
23145,intermediate,Kettlebell sumo deadlift high pull,traps,10,0.7,4
23146,intermediate,Kettlebell sumo deadlift high pull,traps,11,0.75,4
23147,intermediate,Kettlebell sumo deadlift high pull,traps,12,0.8,4
23148,intermediate,Kettlebell sumo deadlift high pull,traps,13,0.75,4
23149,intermediate,Kettlebell sumo deadlift high pull,traps,14,0.7,4
23150,intermediate,Kettlebell sumo deadlift high pull,traps,15,0.65,4
23151,intermediate,Kettlebell sumo deadlift high pull,traps,16,0.6,4
23152,intermediate,Kettlebell sumo deadlift high pull,traps,17,0.55,4
23153,intermediate,Kettlebell sumo deadlift high pull,traps,18,0.5,4
23154,intermediate,Kettlebell sumo deadlift high pull,traps,19,0.45,4
23155,intermediate,Kettlebell sumo deadlift high pull,traps,20,0.4,4
23156,intermediate,Kettlebell sumo deadlift high pull,traps,21,0.35,4
23157,intermediate,Kettlebell sumo deadlift high pull,traps,22,0.3,4
23158,intermediate,Kettlebell sumo deadlift high pull,traps,23,0.25,4
23159,intermediate,Kettlebell sumo deadlift high pull,traps,24,0.2,4
23160,intermediate,Kettlebell sumo deadlift high pull,traps,25,0.15,4
23161,intermediate,Kettlebell sumo deadlift high pull,traps,26,0.1,4
23162,intermediate,Kettlebell sumo deadlift high pull,traps,27,0.05,4
23163,intermediate,Kettlebell sumo deadlift high pull,traps,28,-5.55E-17,4
23164,intermediate,Kettlebell sumo deadlift high pull,traps,29,-0.05,4
23165,intermediate,Kettlebell sumo deadlift high pull,traps,1,0.05,5
23166,intermediate,Kettlebell sumo deadlift high pull,traps,2,0.1,5
23167,intermediate,Kettlebell sumo deadlift high pull,traps,3,0.15,5
23168,intermediate,Kettlebell sumo deadlift high pull,traps,4,0.2,5
23169,intermediate,Kettlebell sumo deadlift high pull,traps,5,0.25,5
23170,intermediate,Kettlebell sumo deadlift high pull,traps,6,0.3,5
23171,intermediate,Kettlebell sumo deadlift high pull,traps,7,0.35,5
23172,intermediate,Kettlebell sumo deadlift high pull,traps,8,0.4,5
23173,intermediate,Kettlebell sumo deadlift high pull,traps,9,0.45,5
23174,intermediate,Kettlebell sumo deadlift high pull,traps,10,0.5,5
23175,intermediate,Kettlebell sumo deadlift high pull,traps,11,0.55,5
23176,intermediate,Kettlebell sumo deadlift high pull,traps,12,0.6,5
23177,intermediate,Kettlebell sumo deadlift high pull,traps,13,0.55,5
23178,intermediate,Kettlebell sumo deadlift high pull,traps,14,0.5,5
23179,intermediate,Kettlebell sumo deadlift high pull,traps,15,0.45,5
23180,intermediate,Kettlebell sumo deadlift high pull,traps,16,0.4,5
23181,intermediate,Kettlebell sumo deadlift high pull,traps,17,0.35,5
23182,intermediate,Kettlebell sumo deadlift high pull,traps,18,0.3,5
23183,intermediate,Kettlebell sumo deadlift high pull,traps,19,0.25,5
23184,intermediate,Kettlebell sumo deadlift high pull,traps,20,0.2,5
23185,intermediate,Kettlebell sumo deadlift high pull,traps,21,0.15,5
23186,intermediate,Kettlebell sumo deadlift high pull,traps,22,0.1,5
23187,intermediate,Kettlebell sumo deadlift high pull,traps,23,0.05,5
23188,intermediate,Kettlebell sumo deadlift high pull,traps,24,0,5
23189,intermediate,Kettlebell sumo deadlift high pull,traps,25,-0.05,5
23190,intermediate,Kettlebell sumo deadlift high pull,traps,26,-0.1,5
23191,intermediate,Kettlebell sumo deadlift high pull,traps,27,-0.15,5
23192,intermediate,Kettlebell sumo deadlift high pull,traps,28,-0.2,5
23193,intermediate,Kettlebell sumo deadlift high pull,traps,29,-0.25,5
23194,beginner,Calf-Machine Shoulder Shrug,traps,1,0.05,1
23195,beginner,Calf-Machine Shoulder Shrug,traps,2,0.1,1
23196,beginner,Calf-Machine Shoulder Shrug,traps,3,0.15,1
23197,beginner,Calf-Machine Shoulder Shrug,traps,4,0.2,1
23198,beginner,Calf-Machine Shoulder Shrug,traps,5,0.25,1
23199,beginner,Calf-Machine Shoulder Shrug,traps,6,0.3,1
23200,beginner,Calf-Machine Shoulder Shrug,traps,7,0.35,1
23201,beginner,Calf-Machine Shoulder Shrug,traps,8,0.4,1
23202,beginner,Calf-Machine Shoulder Shrug,traps,9,0.45,1
23203,beginner,Calf-Machine Shoulder Shrug,traps,10,0.5,1
23204,beginner,Calf-Machine Shoulder Shrug,traps,11,0.55,1
23205,beginner,Calf-Machine Shoulder Shrug,traps,12,0.6,1
23206,beginner,Calf-Machine Shoulder Shrug,traps,13,0.55,1
23207,beginner,Calf-Machine Shoulder Shrug,traps,14,0.5,1
23208,beginner,Calf-Machine Shoulder Shrug,traps,15,0.45,1
23209,beginner,Calf-Machine Shoulder Shrug,traps,16,0.4,1
23210,beginner,Calf-Machine Shoulder Shrug,traps,17,0.35,1
23211,beginner,Calf-Machine Shoulder Shrug,traps,18,0.3,1
23212,beginner,Calf-Machine Shoulder Shrug,traps,19,0.25,1
23213,beginner,Calf-Machine Shoulder Shrug,traps,20,0.2,1
23214,beginner,Calf-Machine Shoulder Shrug,traps,21,0.15,1
23215,beginner,Calf-Machine Shoulder Shrug,traps,22,0.1,1
23216,beginner,Calf-Machine Shoulder Shrug,traps,23,0.05,1
23217,beginner,Calf-Machine Shoulder Shrug,traps,24,0,1
23218,beginner,Calf-Machine Shoulder Shrug,traps,25,-0.05,1
23219,beginner,Calf-Machine Shoulder Shrug,traps,26,-0.1,1
23220,beginner,Calf-Machine Shoulder Shrug,traps,27,-0.15,1
23221,beginner,Calf-Machine Shoulder Shrug,traps,28,-0.2,1
23222,beginner,Calf-Machine Shoulder Shrug,traps,29,-0.25,1
23223,beginner,Calf-Machine Shoulder Shrug,traps,1,0.25,2
23224,beginner,Calf-Machine Shoulder Shrug,traps,2,0.3,2
23225,beginner,Calf-Machine Shoulder Shrug,traps,3,0.35,2
23226,beginner,Calf-Machine Shoulder Shrug,traps,4,0.4,2
23227,beginner,Calf-Machine Shoulder Shrug,traps,5,0.45,2
23228,beginner,Calf-Machine Shoulder Shrug,traps,6,0.5,2
23229,beginner,Calf-Machine Shoulder Shrug,traps,7,0.55,2
23230,beginner,Calf-Machine Shoulder Shrug,traps,8,0.6,2
23231,beginner,Calf-Machine Shoulder Shrug,traps,9,0.65,2
23232,beginner,Calf-Machine Shoulder Shrug,traps,10,0.7,2
23233,beginner,Calf-Machine Shoulder Shrug,traps,11,0.75,2
23234,beginner,Calf-Machine Shoulder Shrug,traps,12,0.8,2
23235,beginner,Calf-Machine Shoulder Shrug,traps,13,0.75,2
23236,beginner,Calf-Machine Shoulder Shrug,traps,14,0.7,2
23237,beginner,Calf-Machine Shoulder Shrug,traps,15,0.65,2
23238,beginner,Calf-Machine Shoulder Shrug,traps,16,0.6,2
23239,beginner,Calf-Machine Shoulder Shrug,traps,17,0.55,2
23240,beginner,Calf-Machine Shoulder Shrug,traps,18,0.5,2
23241,beginner,Calf-Machine Shoulder Shrug,traps,19,0.45,2
23242,beginner,Calf-Machine Shoulder Shrug,traps,20,0.4,2
23243,beginner,Calf-Machine Shoulder Shrug,traps,21,0.35,2
23244,beginner,Calf-Machine Shoulder Shrug,traps,22,0.3,2
23245,beginner,Calf-Machine Shoulder Shrug,traps,23,0.25,2
23246,beginner,Calf-Machine Shoulder Shrug,traps,24,0.2,2
23247,beginner,Calf-Machine Shoulder Shrug,traps,25,0.15,2
23248,beginner,Calf-Machine Shoulder Shrug,traps,26,0.1,2
23249,beginner,Calf-Machine Shoulder Shrug,traps,27,0.05,2
23250,beginner,Calf-Machine Shoulder Shrug,traps,28,-5.55E-17,2
23251,beginner,Calf-Machine Shoulder Shrug,traps,29,-0.05,2
23252,beginner,Calf-Machine Shoulder Shrug,traps,1,0.45,3
23253,beginner,Calf-Machine Shoulder Shrug,traps,2,0.5,3
23254,beginner,Calf-Machine Shoulder Shrug,traps,3,0.55,3
23255,beginner,Calf-Machine Shoulder Shrug,traps,4,0.6,3
23256,beginner,Calf-Machine Shoulder Shrug,traps,5,0.65,3
23257,beginner,Calf-Machine Shoulder Shrug,traps,6,0.7,3
23258,beginner,Calf-Machine Shoulder Shrug,traps,7,0.75,3
23259,beginner,Calf-Machine Shoulder Shrug,traps,8,0.8,3
23260,beginner,Calf-Machine Shoulder Shrug,traps,9,0.85,3
23261,beginner,Calf-Machine Shoulder Shrug,traps,10,0.9,3
23262,beginner,Calf-Machine Shoulder Shrug,traps,11,0.95,3
23263,beginner,Calf-Machine Shoulder Shrug,traps,12,1,3
23264,beginner,Calf-Machine Shoulder Shrug,traps,13,0.95,3
